post_id,account_a,account_b,account_pair,post_timestamp,gender_a,gender_b,stance_a,stance_b,gender_pair,stance_pair,same_stance,same_gender,opposite_stance,post_classification,post_hashtags_found,post_total_likes,post_publisher_is_verified,post_comments_count,n_comments_seen_a,n_comments_seen_b,n_comments_shared,n_comments_unique_a,n_comments_unique_b,V,T,variation_proportion,n_discordant_pairs,n_rank_pairs,rank_variation_proportion,avg_comment_length_a,avg_comment_length_b,post_age_days,log_post_age_z,log_comments_z,log_likes_z
DYvjH_-s7RB,male_prolife,male_neutral,male_prolife_male_neutral,2026-05-25T01:19:56.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,abortion,abortion;deathpenalty,19400,False,340,5,5,4,1,1,2,10,0.2,2.0,6.0,0.3333333333333333,106.2,30.0,62.392035374108794,-1.0688339059597478,0.6390889871863144,1.2182284291861525
DF_r84UNnGa,male_prolife,male_neutral,male_prolife_male_neutral,2025-02-13T01:47:53.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,alive;prolifemovement;mnleg;prolifewomen;prolifeisprowoman;bornaliveact;BornAlive;prolifeforlife;whoaretheyleavingout;WhoAreTheyLeavingOut;prolifeminnesota;prolife;abortion;minnesota;bornalive;abortiontillbirth;prolifeprowoman;prolifemn;bornaliveabortionsurvivorsprotectionact,637,False,53,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,20.8,20.8,528.3726256518866,0.6341254148824043,-0.4884869931526848,-0.5914493532329209
DRs_CpwEYy_,male_prolife,male_neutral,male_prolife_male_neutral,2025-12-01T01:46:41.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,abortion,abortion;progressivechristianity,48800,False,1800,5,5,3,2,2,4,10,0.4,2.0,3.0,0.6666666666666666,202.6,58.0,237.3734589852199,-0.006065923806568861,1.6573375677259305,1.707077771304129
DW3EYzTFmB_,male_prolife,male_neutral,male_prolife_male_neutral,2026-04-08T06:21:56.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,abortion,fyp;abortion;reproduction;choice;liberty,30,False,10,5,5,4,1,1,2,10,0.2,3.0,6.0,0.5,112.2,107.4,109.18231315188658,-0.6252733034310262,-1.461993429524915,-2.194235620514969
DYVCurQRZeO,male_prolife,male_neutral,male_prolife_male_neutral,2026-05-14T18:20:00.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,ambiguous,prolife;abortion;prochoice;truth,1100,False,688,5,5,4,1,1,2,10,0.2,4.0,6.0,0.6666666666666666,80.8,77.4,72.68365574447917,-0.9481198828653925,1.0694385214581488,-0.30228396537703917
DYl3isNDZcF,male_prolife,male_neutral,male_prolife_male_neutral,2026-05-21T07:05:23.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-choice,reproductivejustice;womenempowerment;abortion;feminism,278600,False,6700,5,5,3,2,2,4,10,0.4,1.0,3.0,0.3333333333333333,108.8,103.2,66.15213954077547,-1.0225980505692254,2.4612552630219118,2.630284582279736
DZPU5H2tdMG,male_prolife,male_neutral,male_prolife_male_neutral,2026-06-06T09:32:15.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,ambiguous,Prolife;prolife;abortion;prochoice,538,False,23,5,5,3,2,2,4,10,0.4,1.0,3.0,0.3333333333333333,38.6,36.6,50.05014880003472,-1.2425755755866705,-0.9846540191237141,-0.6808127111225227
CdN3pPbO0Jn,male_prolife,male_neutral,male_prolife_male_neutral,2022-05-06T12:32:15.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,ambiguous,shoutyourabortion;prolife;prochoice;abortion;prolifegeneration;prolifemovement;christian;christianconservative;conservative;walkaway;blexit;bernie;feelthebern;intersectionalfeminism;aoc;notmeus;greennewdeal,633,True,61,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,121.0,121.0,1541.9251488000348,1.4924780288027368,-0.40395981533861697,-0.5947824484128842
CmrOzeCsUwb,male_prolife,male_neutral,male_prolife_male_neutral,2022-12-27T14:55:11.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,abortion,,2200,True,348,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,69.2,69.2,1306.8258895407755,1.3598315188352292,0.6532774311353128,0.06481585551851905
CIt4-8Ij-UL,male_prolife,male_neutral,male_prolife_male_neutral,2020-12-13T00:00:23.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,ambiguous,abortion;fosterhome;prolife;prochoice;joke,1400,True,75,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,251.8,251.8,2051.4472784296645,1.7214427316324696,-0.2793879519491956,-0.17458078379469513
DSZLM_MiDRa,male_prolife,male_neutral,male_prolife_male_neutral,2025-12-18T05:38:42.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-choice,MyBody;mybodymychoice;Abortion;AbortionRights;ProChoice;mybodymydecision,3700,True,22,5,5,2,3,3,6,10,0.6,0.0,1.0,0.0,14.0,6.8,220.21233630003474,-0.06601706313478709,-1.0106940863087486,0.340231631790968
DWHPN8ikSBh,male_prolife,male_neutral,male_prolife_male_neutral,2026-03-20T16:33:21.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,HouseofLords;abortion;abortions;Christian;prolife,64,False,14,5,5,3,2,2,4,10,0.4,1.0,3.0,0.3333333333333333,685.0,681.4,127.75771824447916,-0.5002638209211738,-1.2722253763812132,-1.8018529155341305
DYdlXiEAWnQ,male_prolife,male_neutral,male_prolife_male_neutral,2026-05-18T01:54:10.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,korean;christian;conservative;abortion;prolife,11600,True,988,5,5,2,3,3,6,10,0.6,0.0,1.0,0.0,115.8,50.0,69.36826222596065,-0.985060922398511,1.2905932972011187,0.9457051454474826
DT86BqAkanZ,male_prolife,male_neutral,male_prolife_male_neutral,2026-01-25T23:12:39.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,prolife;prolifemarch;abortion,169,False,25,5,5,2,3,3,6,10,0.6,1.0,1.0,1.0,17.6,27.8,181.4804265778125,-0.2204614979967049,-0.9356799503038977,-1.292343081607025
DMjRuR0yF_r,male_prolife,male_neutral,male_prolife_male_neutral,2025-07-26T00:39:43.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,fyp;abortion;catholic;catholicism;catholicchurch;woke;lgbtq;christian;catholiceducation;Jesus;God;JesusChrist,2100,False,75,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,79.6,79.6,365.41996361484956,0.3389155420836597,-0.2793879519491956,0.04017355571144777
DYYiLn2xC8-,male_prolife,male_neutral,male_prolife_male_neutral,2026-05-16T13:22:11.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,prolife;christian;abortion;Jesus;christianity,491,True,247,5,5,1,4,4,8,10,0.8,,,,99.6,96.8,70.8904728741088,-0.9678886107291995,0.44424331795512817,-0.7291646297708763
DUVs22-lbF4,male_prolife,male_neutral,male_prolife_male_neutral,2026-02-04T14:18:36.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,abortion,tfmr;endingawantedpregnancy;abortion;tfmrawareness;prochoiceisprolife,395,False,39,5,5,3,2,2,4,10,0.4,2.0,3.0,0.6666666666666666,252.2,184.0,171.85129463336807,-0.2639601575777132,-0.6721057560729828,-0.8442002189064945
DSljAB0CZMj,male_prolife,male_neutral,male_prolife_male_neutral,2025-12-23T00:59:03.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,dean;abortion;conservative;liberal;abortionismurder,510,False,91,5,5,4,1,1,2,10,0.2,2.0,6.0,0.3333333333333333,49.0,104.2,215.4065376889236,-0.08364101735150001,-0.16249095301500346,-0.7090839676862204
DWBgOcTCNwl,male_prolife,male_neutral,male_prolife_male_neutral,2026-03-18T11:08:23.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,abortion,labour;government;prison,2900,False,329,5,5,3,2,2,4,10,0.4,3.0,3.0,1.0,50.2,102.0,129.98338954077548,-0.4865124074778738,0.6190265594374629,0.21116107893169422
CfMU7iCugc3,male_prolife,male_neutral,male_prolife_male_neutral,2022-06-24T15:12:28.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,prolife;prolifegeneration;overturnroevwade,366,True,49,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,11.0,11.0,1492.8138872259608,1.466522620885563,-0.5355755466836095,-0.8845049587176953
DCuK_k6Jn5z,male_prolife,male_neutral,male_prolife_male_neutral,2024-11-23T16:58:37.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-choice,shoutyourabortion,413,False,46,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,25.8,25.8,609.7401719481828,0.7488505951066616,-0.5734339646209803,-0.8206425456247675
C6EznITxBv4,male_prolife,male_neutral,male_prolife_male_neutral,2024-04-22T19:14:17.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,ambiguous,rights;abortion;prolife;prochoice,1200,False,92,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,261.0,261.0,824.64595898522,0.9907672054636196,-0.1558763023531022,-0.2562114959466784
DZp_9Jikcbb,male_prolife,male_neutral,male_prolife_male_neutral,2026-06-16T18:07:24.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,Christianity;Abortion;Faith,117,True,230,5,5,3,2,2,4,10,0.4,2.0,3.0,0.6666666666666666,53.6,26.6,39.69240574447917,-1.4245314936068254,0.40079527068591053,-1.4858389389154423
C-iEAl6Ckt1,male_prolife,male_neutral,male_prolife_male_neutral,2024-08-11T14:01:08.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,secularprolife;abortion,287,False,80,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,88.4,88.4,713.8634242629977,0.8751629947264048,-0.24040348016717003,-1.0129680813975028
DYjSCJMPKMD,male_prolife,male_neutral,male_prolife_male_neutral,2026-05-20T07:00:07.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,jubilee;jubileesurrounded;abortion;prolife,1800,True,142,5,5,2,3,3,6,10,0.6,0.0,1.0,0.0,114.8,103.6,67.15579694818287,-1.0106942247901058,0.10736885222103332,-0.04147815951897606
DTCNQewk29R,male_prolife,male_neutral,male_prolife_male_neutral,2026-01-03T04:05:00.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,abortion,reels;pregnancy;miscarriage;abortionsupport;abortion;miscarraigeawareness;progesteroneinjections,1100,False,19,5,5,5,0,0,0,10,0.0,2.0,10.0,0.2,61.6,61.6,204.27740574447915,-0.12600448146999466,-1.0962073227198554,-0.30228396537703917
DXuNMpglWQU,male_prolife,male_neutral,male_prolife_male_neutral,2026-04-29T16:17:09.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,iamprolife;focusonthefamily;prolife;marchforlife;m4l,20100,False,744,5,5,2,3,3,6,10,0.6,1.0,1.0,1.0,70.4,46.6,87.76896824447917,-0.7986695312460582,1.1172502234021873,1.237012850682219
CI6t6RBFqzg,male_prolife,male_neutral,male_prolife_male_neutral,2020-12-17T23:33:45.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,ambiguous,prochoice;prolifegeneration;prolife;life;truth;rgvfightforlife,67,False,17,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,57.8,57.8,2046.4657738000349,1.7194928759034558,-1.1606720727850721,-1.7779408722046257
DTRCX-iCT-1,male_prolife,male_neutral,male_prolife_male_neutral,2026-01-08T22:19:37.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,ambiguous,abortion;prolife;prochoice;abortionishealthcare;abortionismurder,1600,False,55,5,5,1,4,4,8,10,0.8,,,,258.0,36.4,198.5172552815162,-0.1488417806417842,-0.4662354781776624,-0.10386172154905561
DVZGT2TFiJK,male_prolife,male_neutral,male_prolife_male_neutral,2026-03-02T18:30:00.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,christian;cancelled;conservative;abortion;truth,1600,False,127,5,5,4,1,1,2,10,0.2,2.0,6.0,0.3333333333333333,17.0,10.8,145.67671130003473,-0.39571344873892494,0.03956716783138862,-0.10386172154905561
DZQabQtKzAm,male_prolife,male_neutral,male_prolife_male_neutral,2026-06-06T19:41:49.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,abortion,fyp;abortion,611,False,50,5,5,5,0,0,0,10,0.0,5.0,10.0,0.5,85.2,85.2,49.62683861484954,-1.2492567826373553,-0.523459324479186,-0.6134988855233131
DVtmqpOEWMp,male_prolife,male_neutral,male_prolife_male_neutral,2026-03-10T17:41:38.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,abortionismurder;abortion;10commandments;christian;explorepage,941,False,93,5,5,5,0,0,0,10,0.0,1.0,10.0,0.1,199.4,199.4,137.7102992629977,-0.4405216775506255,-0.14933239797410774,-0.38494128387393206
DN9TLFmEWYZ,male_prolife,male_neutral,male_prolife_male_neutral,2025-08-29T23:55:09.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,ambiguous,abortion;humanrights;prolife;prochoice;share;liberals;rightwing;conservative;republican;feminism;antiabortion;abolitionist,32900,True,2200,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,109.2,109.2,330.4509126889236,0.2584353469788801,1.7800560058785377,1.4981420801935947
CfSIJpQOdnd,male_prolife,male_neutral,male_prolife_male_neutral,2022-06-26T21:16:14.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,abortion,,20400,True,1500,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,103.6,103.6,1490.56127148522,1.4653117309885082,1.5458522058573627,1.2448638715550524
C4-v6vSsdtu,male_prolife,male_neutral,male_prolife_male_neutral,2024-03-26T14:15:12.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,abortion,,4800,True,87,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,160.0,160.0,851.8536557444792,1.0167822723783035,-0.18968872958429725,0.47813854692930835
DWCWH4qFTCa,male_prolife,male_neutral,male_prolife_male_neutral,2026-03-18T18:57:10.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-choice,abortion;prochoice;ohio;pregnancyloss,19600,True,2200,5,5,2,3,3,6,10,0.6,1.0,1.0,1.0,64.6,85.4,129.65784555929397,-0.4885091408555629,1.7800560058785377,1.223663689244817
CnA5CJdrH-Q,male_prolife,male_neutral,male_prolife_male_neutral,2023-01-05T00:48:12.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,abortion,,42300,True,3000,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,39.4,39.4,1298.414072411146,1.3546539402539162,1.969749924683914,1.6313251922823293
DZQChl5OCrM,male_prolife,male_neutral,male_prolife_male_neutral,2026-06-06T16:10:23.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,ambiguous,prolife;prochoice;altchristian;god;jesus,12400,False,236,5,5,1,4,4,8,10,0.8,,,,100.0,164.8,49.773667318553244,-1.2469330427129293,0.416484572035972,0.9810459848131489
DYDGOA0HKrI,male_prolife,male_neutral,male_prolife_male_neutral,2026-05-07T19:00:00.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,FearfullyAndWonderfullyMade;CreatedByGod;ProLife;BiblicalPower;GodTheCreator,8800,False,81,5,5,2,3,3,6,10,0.6,1.0,1.0,1.0,135.2,78.2,79.65587796670138,-0.8755751142901644,-0.2328960334992245,0.799316334219869
DXUI-y5D_lI,male_prolife,male_neutral,male_prolife_male_neutral,2026-04-19T13:21:02.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,faith;jesus;abortion;debate;religion,6600,True,463,5,5,1,4,4,8,10,0.8,,,,137.6,97.4,97.8912714852199,-0.7120241989794777,0.8275398186651074,0.6468763034514934
DD4aaSXqlYI,male_prolife,male_neutral,male_prolife_male_neutral,2024-12-22T12:57:09.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,ambiguous,secularprolife;abortion;prolife;prochoice,167,False,20,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,122.8,122.8,580.907857133368,0.7100473348430208,-1.0663550984858932,-1.2986148753580666
DTVS_0gEkR7,male_prolife,male_neutral,male_prolife_male_neutral,2026-01-10T14:04:54.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,popeleoxiv;pope;catholic;christian;abortion,4300,False,80,5,5,3,2,2,4,10,0.4,1.0,3.0,0.3333333333333333,35.6,23.4,196.86080852225695,-0.155531262512972,-0.24040348016717003,0.4198552653218651
DEKcFW2Jlae,male_prolife,male_neutral,male_prolife_male_neutral,2024-12-29T12:58:05.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,ambiguous,secularprolife;prolife;prochoice;abortion,480,False,45,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,252.4,252.4,573.9072089852199,0.7003356184883008,-0.586592519661876,-0.7411478006418343
DUq6kTDEQ9m,male_prolife,male_neutral,male_prolife_male_neutral,2026-02-12T20:02:27.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,abortion;prolife;catholic,6100,True,199,5,5,3,2,2,4,10,0.4,3.0,3.0,1.0,8.8,8.4,163.61250991114582,-0.30314685263163943,0.31262758661013534,0.6051321396452457
DWZtLLvlRyg,male_prolife,male_neutral,male_prolife_male_neutral,2026-03-27T20:41:07.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-choice,abortion;prochoice,2000,True,82,5,5,1,4,4,8,10,0.8,,,,39.8,72.2,120.58565805929398,-0.5462516652956644,-0.22547958842690055,0.014329313389462688
DYvNlPaDcoe,male_prolife,male_neutral,male_prolife_male_neutral,2026-05-24T22:11:08.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,abortion,tumblr;abortion;pregnancy,10800,False,250,5,5,2,3,3,6,10,0.6,1.0,1.0,1.0,102.0,116.8,62.52314648521991,-1.0671760665878787,0.45160031112758126,0.9078381091254424
DZVti-_sA2A,male_prolife,male_neutral,male_prolife_male_neutral,2026-06-08T21:04:30.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,plannedparenthood;defundplannedparenthood;abortion;prolife,3700,False,218,5,5,2,3,3,6,10,0.6,0.0,1.0,0.0,76.2,66.6,47.56941963336806,-1.2825461937358227,0.3681555736259703,0.340231631790968
DI10PCgJjpO,male_prolife,male_neutral,male_prolife_male_neutral,2025-04-24T19:22:02.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-choice,abortion;prochoice;feminism;maternalhealth,4500,True,51,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,31.6,31.6,457.64057704077544,0.51904181000065,-0.5115783836570251,0.44394304628661896
DLS4aeoRdug,male_prolife,male_neutral,male_prolife_male_neutral,2025-06-24T19:19:19.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-choice,katcammack;floridagop;floridarepublicans;florida;floridaabortion;bansoffourbodies;abortionishealthcare,902,False,7,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,44.8,44.8,396.6424636148495,0.40452963280369586,-1.6568390987561015,-0.40734945113046633
DXNHUktmB7-,male_prolife,male_neutral,male_prolife_male_neutral,2026-04-16T19:52:56.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-choice,fyp;prochoice;abortion;politics;reels,995,True,192,5,5,4,1,1,2,10,0.2,2.0,6.0,0.3333333333333333,28.8,25.6,100.61911870744213,-0.6901905496774888,0.29082912550774626,-0.35540024100322287
DR2C-NGjFDR,male_prolife,male_neutral,male_prolife_male_neutral,2025-12-04T14:14:28.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,truth;honesty;women;experience;abortion;termination;unfiltered;regret;christiansofinstagram;Jesus,2700,True,226,5,5,2,3,3,6,10,0.6,1.0,1.0,1.0,431.8,659.4,233.85416500373842,-0.01800057797157034,0.39010767620106857,0.17330419057103424
DZNjQA4x4ag,male_prolife,male_neutral,male_prolife_male_neutral,2026-06-05T16:59:17.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-choice,theinclusioneffect;mcjuggernuggets;abortion;downsyndrome;prochoice,11100,False,1400,5,5,2,3,3,6,10,0.6,0.0,1.0,0.0,160.6,319.0,50.739708985219906,-1.2318098129333799,1.503668086341041,0.9223571539754113
C9Z9rGTtraT,male_prolife,male_neutral,male_prolife_male_neutral,2024-07-14T14:00:26.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,ProLife;ConsistentLifeEthic;HumanRights,571,False,36,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,243.0,243.0,741.8639103741087,0.9059919684748071,-0.7198064649596585,-0.6493206522305247
Cfgmn_kuM3a,male_prolife,male_neutral,male_prolife_male_neutral,2022-07-02T12:11:54.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,abortion,abortion;babydaddy;babymama;drama,875,True,12,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,63.0,63.0,1484.9392807444792,1.4622816435228863,-1.3597815169507703,-0.42343717372565653
DWG2Kx_DlxN,male_prolife,male_neutral,male_prolife_male_neutral,2026-03-20T12:54:08.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,prolife;livingright;righttolife,963,True,161,5,5,4,1,1,2,10,0.2,0.0,6.0,0.0,69.8,29.8,127.90995204077547,-0.49931569161438305,0.183698086479702,-0.3727066077691533
DRIdVd4DyI8,male_prolife,male_neutral,male_prolife_male_neutral,2025-11-16T21:18:39.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,abortion,abortion;justsaying,227,False,314,5,5,4,1,1,2,10,0.2,0.0,6.0,0.0,116.4,49.8,251.55959324447917,0.04031923937004782,0.5905633238296125,-1.1367746982695226
DVHKGBngY7W,male_prolife,male_neutral,male_prolife_male_neutral,2026-02-23T19:17:20.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,faith;abortion;politics;debate;jesus,2400,True,218,5,5,2,3,3,6,10,0.6,0.0,1.0,0.0,263.6,55.0,152.64384092966435,-0.35847743857248177,0.3681555736259703,0.11090837299920342
DSX6uqOCCGg,male_prolife,male_neutral,male_prolife_male_neutral,2025-12-17T17:55:30.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,abortion,Abortion;LesbianRights;EuropeanCommission,638,False,9,5,5,5,0,0,0,10,0.0,3.0,10.0,0.3,33.0,33.0,220.70066963336805,-0.0642477101374005,-1.5203088893667278,-0.5906193446267624
DZjiOBLucgA,male_prolife,male_neutral,male_prolife_male_neutral,2026-06-14T05:56:06.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,prolife;prolifegeneration;abortion;auspol,14900,True,1800,5,5,2,3,3,6,10,0.6,1.0,1.0,1.0,30.4,31.8,42.20025296670139,-1.3765445702524275,1.6573375677259305,1.0783738512279766
DXYVYmRFomw,male_prolife,male_neutral,male_prolife_male_neutral,2026-04-21T04:25:28.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,iamprolife;focusonthefamily;prolife;abortion;plannedparenthood;children,156,False,7,5,5,4,1,1,2,10,0.2,2.0,6.0,0.3333333333333333,57.6,58.0,96.26319278151621,-0.7253441781419573,-1.6568390987561015,-1.3345028250671382
DXhnHx6ETE1,male_prolife,male_neutral,male_prolife_male_neutral,2026-04-24T18:53:33.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,prolife;antiabortion;abortion;catholic;christian,571,False,21,5,5,1,4,4,8,10,0.8,,,,19.6,35.2,92.66035713336805,-0.7556309427646467,-1.0378918628780425,-0.6493206522305247
DKsjANho56N,male_prolife,male_neutral,male_prolife_male_neutral,2025-06-09T22:01:11.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,ProLife;ChooseLife;StandForLife,308,False,28,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,429.2,429.2,411.5300562074421,0.43402217645133867,-0.8688664479223827,-0.9756690471290621
C4ef8WDtFBQ,male_prolife,male_neutral,male_prolife_male_neutral,2024-03-14T01:39:53.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-choice,plancpills;sya;shoutyourabortion;sxsw;reproductivejustice;abortion,168,False,9,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,11.8,11.8,864.3781812074421,1.0284800559954268,-1.5203088893667278,-1.295469700626998
DT9MvrlDFJN,male_prolife,male_neutral,male_prolife_male_neutral,2026-01-26T01:56:13.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,abortion,whywemarch,381,False,21,5,5,3,2,2,4,10,0.4,2.0,3.0,0.6666666666666666,28.8,20.2,181.36683861484954,-0.22096111545246622,-1.0378918628780425,-0.8632754024846596
DAvhWoupM8G,male_prolife,male_neutral,male_prolife_male_neutral,2024-10-05T12:30:27.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-choice,feminism;feminist;womensrights;internationalsafeabortionday;pov;fyp;quotes;abortion;prochoice;humanrights;democacy;humanrights;health;healthcare;quoteoftheday,1200,False,44,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,125.4,125.4,658.9263988000347,0.8110011960291763,-0.6000402967488262,-0.2562114959466784
DLNS1vouKNc,male_prolife,male_neutral,male_prolife_male_neutral,2025-06-22T15:14:47.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-choice,obgyn;instagramlives;mayorpete;menwhotalk;reprorights;wesaveus;bansoffourbodies,1800,True,74,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,27.4,27.4,398.81227842966433,0.40889613889606025,-0.287492033698095,-0.04147815951897606
DZlL4ugIZhX,male_prolife,male_neutral,male_prolife_male_neutral,2026-06-14T21:18:21.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,abortion,England;abortion,4800,False,942,5,5,1,4,4,8,10,0.8,,,,70.6,119.6,41.5598015778125,-1.3885292261877948,1.2614521122418731,0.47813854692930835
DB9tehxO51n,male_prolife,male_neutral,male_prolife_male_neutral,2024-11-04T21:17:11.000Z,male,male,prolife,neutral,male_male,neutral_prolife,False,True,False,pro-life,focusonthefamily;election2024;vote;prolife,12000,True,72,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,446.8,446.8,628.5606117629976,0.7732035945867786,-0.30402950600641704,0.963670102137812
DYDAXTCFcpe,male_prolife,male_prochoice,male_prolife_male_prochoice,2026-05-07T18:09:03.000Z,male,male,prolife,prochoice,male_male,prochoice_prolife,False,True,True,pro-choice,abortion;prochoice;feminist,8100,True,563,5,5,2,3,3,6,10,0.6,1.0,1.0,1.0,420.6,130.4,79.69125991114583,-0.8752232000743543,0.9469542483051522,0.7553943617963131
CfSRR34vKpz,male_prolife,male_prochoice,male_prolife_male_prochoice,2022-06-26T22:36:00.000Z,male,male,prolife,prochoice,male_male,prochoice_prolife,False,True,True,pro-choice,linkinbio;roevwade;proabortion;prochoice;abortionisessential;liberateabortion;bansoffourbodies;abortionisfreedom;abortion,3000,True,22,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,147.0,147.0,1490.5058779667015,1.4652819312607979,-1.0106940863087486,0.22912146893372445
